yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2007,1,ANDAMAN & NICOBAR ISLAND,324,474,367,419,327,312,385,356,288,470,406,405,4533
calendar,2007,2,ANDHRA PRADESH,25208,37963,38528,35091,37704,35459,39466,34629,32748,28675,38146,27457,411074
calendar,2007,3,ARUNACHAL PRADESH,284,219,273,343,422,219,291,320,243,337,446,354,3751
calendar,2007,4,ASSAM,3561,3831,3910,3648,3671,3478,3621,3470,3296,4892,4639,3879,45896
calendar,2007,5,BIHAR,2839,2429,2973,2493,3004,3520,3226,2748,2524,2506,3588,4093,35943
calendar,2007,6,CHANDIGARH,2195,2341,2358,1922,2810,2216,2280,2527,2263,2001,2518,2824,28255
calendar,2007,7,CHHATTISGARH,12654,12098,10799,10350,12297,9407,11267,9692,8876,9590,16467,16359,139856
calendar,2007,8,DELHI,39124,32456,33041,29880,32053,29685,32986,34747,31647,31679,40070,28013,395381
calendar,2007,9,GOA,3320,2725,3038,2344,2041,1689,1802,2199,3147,3299,4251,3014,32869
calendar,2007,10,GUJARAT,34729,34108,34562,28239,30359,26339,26751,25678,28452,38544,48875,29537,386173
calendar,2007,11,HARYANA,31211,29897,33806,28523,32370,28450,30933,30990,25739,27081,32412,32420,363832
calendar,2007,12,HIMACHAL PRADESH,3991,4084,4241,4051,5059,4062,4704,4260,3522,3794,5694,4244,51706
calendar,2007,13,JAMMU AND KASHMIR,2290,3435,3154,3272,4401,3994,4706,4321,3752,3379,3811,3711,44226
calendar,2007,14,JHARKHAND,13217,12858,11088,12323,15728,12732,12396,11854,10109,11850,14428,16610,155193
calendar,2007,15,KARNATAKA,86348,79226,96010,64710,75608,74800,73015,72013,69305,75599,80739,59048,906421
calendar,2007,16,KERALA,43426,38884,47922,34168,38923,33241,29155,44641,42354,34119,34501,30974,452308
calendar,2007,17,LADAKH,17,33,16,26,53,89,72,31,176,51,33,236,833
calendar,2007,18,LAKSHADWEEP,63,57,71,33,49,66,43,62,32,38,45,55,614
calendar,2007,19,MADHYA PRADESH,41130,43870,42929,39998,45801,37999,35423,33476,29735,34975,57965,64282,507583
calendar,2007,20,MAHARASHTRA,50179,43154,58672,56070,54931,50269,58228,63684,65829,90172,127182,81264,799634
calendar,2007,21,MANIPUR,775,724,843,850,888,849,878,958,752,902,987,874,10280
calendar,2007,22,MEGHALAYA,1256,1165,1014,1317,1371,989,1045,1228,988,1005,1164,866,13408
calendar,2007,23,MIZORAM,596,429,556,450,477,463,469,443,307,512,502,505,5709
calendar,2007,24,NAGALAND,808,807,855,1007,963,1061,1130,1015,820,940,1069,883,11358
calendar,2007,25,ODISHA,18376,17203,20306,17665,20037,18427,17048,15620,13460,21214,23964,18687,222007
calendar,2007,26,PUDUCHERRY,5023,3815,4420,3917,4350,5609,4095,4178,3514,3663,3699,2578,48861
calendar,2007,27,PUNJAB,24759,23918,30693,26460,30309,26264,26774,27716,24188,24878,30338,26113,322410
calendar,2007,28,RAJASTHAN,24026,24900,25809,22836,26414,21853,24214,22706,20953,27787,46531,26618,314647
calendar,2007,29,SIKKIM,111,122,138,95,69,104,67,64,52,57,73,72,1024
calendar,2007,30,TAMIL NADU,74908,86422,89276,80489,84037,83437,94108,97579,92799,88235,93832,59134,1024256
calendar,2007,31,TELANGANA,16918,19397,20427,18000,19498,19065,20084,19311,18735,17314,22237,17883,228869
calendar,2007,32,TRIPURA,796,1072,1072,981,1046,1173,1102,978,896,894,1123,959,12092
calendar,2007,33,UT OF DNH AND DD,1195,1019,936,917,997,876,821,725,786,911,1190,1386,11759
calendar,2007,34,UTTARAKHAND,6997,7728,9070,8770,10040,8884,8846,7394,6817,6550,10595,7600,99291
calendar,2007,35,UTTAR PRADESH,82106,74144,75520,68102,91610,80811,73550,61261,52298,57918,101340,65520,884180
calendar,2007,36,WEST BENGAL,21277,22803,22647,19600,23817,22745,20939,21436,17715,21021,29888,24425,268313
